species_id,growth_rate,sp_001,sp_002,sp_003,sp_004,sp_005,sp_006,sp_007,sp_008,sp_009,sp_010,sp_011,sp_012
sp_001,1.0,-1.0,-0.18336468074384304,1.0757937597341474,0.5921040871780917,-1.2174679563370514,1.4268670549102678,0.7834191059710589,0.8581929158308614,-1.1156591019733624,-0.1488421863132986,-0.3876059273022563,1.2802949665458054
sp_002,1.0,0.43159536024199363,-1.0,-0.1697574035180066,-0.8182838346456693,0.1637543610475044,-1.3085482316874741,0.9828935159777462,0.39499319736619454,0.7742632202561215,-0.4364220956103949,1.4120940731847098,1.179363363966593
sp_003,1.0,0.8351504912212856,-0.9160838764440973,-1.0,-1.3685887026383137,-1.0371315237973566,0.5491468597273639,0.7342864677234514,1.4025291973026301,-0.5225239255855442,-0.38862088189539334,-0.09133256617257623,-0.9315859227471429
sp_004,1.0,-1.110235483993585,-0.07288522132219877,-0.8192719528473477,-1.0,-0.1885442433830078,0.9980345881735123,0.6007953060067474,-0.5629000758538768,0.9967794041856032,0.9142930724904056,-0.3375648629094766,-0.6350156882092677
sp_005,1.0,0.5474865119249265,-1.0807425491720706,-0.900275392574675,-1.4779131907469836,-1.0,0.4945525697760964,0.6154961358790053,0.8421870930659037,-0.12325267338498014,0.20622358785868122,-1.0806090056170277,-1.1564097793920798
sp_006,1.0,0.505208885371415,-0.08671138157060243,0.19570831944356648,0.7949965722480767,0.4041549600017724,-1.0,0.17762148223624064,-0.5881497058121634,-1.407546496296182,-0.1898478323029129,-0.8562459815414124,-0.27441406882609154
sp_007,1.0,1.0602092198044983,-0.7981815424039778,-1.325091774932802,-0.6558483239340104,-0.6192187266999492,0.48574954418068517,-1.0,0.8516946273192405,0.4929406209821626,-0.28083941567978843,0.942061153998104,-0.9990812402768883
sp_008,1.0,-1.4318637805984187,-1.2298564176730746,0.6670780517893509,-0.11436830924583785,-1.0161846628991946,0.003134325310090613,-1.0430636918604947,-1.0,-0.1615311732779079,-0.35693632171055256,-0.5954637325563704,0.39084777935666537
sp_009,1.0,-0.41456216833982873,-1.237050242051697,-1.145982293638454,1.3856929936485436,1.2257420721228212,0.5991214014322487,-0.7023901156214413,1.4075291320431718,-1.0,0.6506705674769868,-0.15191549356863399,-0.6832753144645229
sp_010,1.0,-1.2108271135395021,1.207807189631525,-0.1326711304991668,-0.892909905614309,-0.5821301275480425,0.2376587068256879,-0.9696816511823049,1.0698428522771266,0.7755585895056303,-1.0,-0.20372088067468885,0.3819265221073296
sp_011,1.0,0.25229390673820673,0.44953980466446,-1.2466670365803327,-0.2525777934881711,-1.3751574784143226,-0.01802754226644321,-0.5104163630016441,-1.0664274334018593,-1.189791096832345,0.26293371653313613,-1.0,1.2753603551303916
sp_012,1.0,0.2431834191011849,-0.4593905863954888,0.27274647444425026,-1.4315883869109074,1.375677639724336,-0.053089689171299304,0.8482056817508586,-1.2518100002326844,-0.04002500748551896,-0.02787901693643724,1.3134793649249485,-1.0
